ID	Entrez GeneID	Symbol	Name
SLC16A6	9120	SLC16A6	"Solute carrier family 16, member 6 (monocarboxylic acid transporter 7)"
SLC16A7	9194	SLC16A7	"Solute carrier family 16, member 7 (monocarboxylic acid transporter 2)"
SLC16A8	23539	SLC16A8	"Solute carrier family 16, member 8 (monocarboxylic acid transporter 3)"
SLC16A9	220963	SLC16A9	"Solute carrier family 16, member 9 (monocarboxylic acid transporter 9)"
SLC17A1	6568	SLC17A1	"Solute carrier family 17 (sodium phosphate), member 1"
SLC17A2	10246	SLC17A2	"Solute carrier family 17 (sodium phosphate), member 2"
SLC17A3	10786	SLC17A3	"Solute carrier family 17 (sodium phosphate), member 3"
SLC17A4	10050	SLC17A4	"Solute carrier family 17 (sodium phosphate), member 4"
SLC17A5	26503	SLC17A5	"Solute carrier family 17 (anion/sugar transporter), member 5"
SLC17A6	57084	SLC17A6	"Solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6"
SLC17A7	57030	SLC17A7	"Solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7"
SLC17A8	246213	SLC17A8	"Solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8"
SLC17A9	63910	SLC17A9	"Solute carrier family 17, member 9"
SLC18A1	6570	SLC18A1	"Solute carrier family 18 (vesicular monoamine), member 1"
SLC18A2	6571	SLC18A2	"Solute carrier family 18 (vesicular monoamine), member 2"
SLC18A3	6572	SLC18A3	"Solute carrier family 18 (vesicular acetylcholine), member 3"
SLC19A1	6573	SLC19A1	"Solute carrier family 19 (folate transporter), member 1"
SLC19A2	10560	SLC19A2	"Solute carrier family 19 (thiamine transporter), member 2"
SLC19A3	80704	SLC19A3	"Solute carrier family 19, member 3"
SLC1A1	6505	SLC1A1	"Solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1"
SLC1A2	6506	SLC1A2	"Solute carrier family 1 (glial high affinity glutamate transporter), member 2"
SLC1A3	6507	SLC1A3	"Solute carrier family 1 (glial high affinity glutamate transporter), member 3"
SLC1A4	6509	SLC1A4	"Solute carrier family 1 (glutamate/neutral amino acid transporter), member 4"
SLC1A5	6510	SLC1A5	"Solute carrier family 1 (neutral amino acid transporter), member 5"
SLC1A6	6511	SLC1A6	"Solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6"
SLC1A7	6512	SLC1A7	"Solute carrier family 1 (glutamate transporter), member 7"
SLC20A1	6574	SLC20A1	"Solute carrier family 20 (phosphate transporter), member 1"
SLC20A2	6575	SLC20A2	"Solute carrier family 20 (phosphate transporter), member 2"
SLC22A1	6580	SLC22A1	"Solute carrier family 22 (organic cation transporter), member 1"
SLC22A10	387775	SLC22A10	"Solute carrier family 22, member 10"
SLC22A11	55867	SLC22A11	"Solute carrier family 22 (organic anion/urate transporter), member 11"
SLC22A12	116085	SLC22A12	"Solute carrier family 22 (organic anion/urate transporter), member 12"
SLC22A13	9390	SLC22A13	"Solute carrier family 22 (organic anion transporter), member 13"
SLC22A14	9389	SLC22A14	"Solute carrier family 22, member 14"
SLC22A15	55356	SLC22A15	"Solute carrier family 22, member 15"
SLC22A16	85413	SLC22A16	"Solute carrier family 22 (organic cation/carnitine transporter), member 16"
SLC22A17	51310	SLC22A17	"Solute carrier family 22, member 17"
SLC22A18	5002	SLC22A18	"Solute carrier family 22, member 18"
SLC22A18AS	5003	SLC22A18AS	"Solute carrier family 22 (organic cation transporter), member 18 antisense"
SLC22A2	6582	SLC22A2	"Solute carrier family 22 (organic cation transporter), member 2"
SLC22A20	440044	SLC22A20	"Solute carrier family 22, member 20"
SLC22A23	63027	SLC22A23	"Solute carrier family 22, member 23"
SLC22A24	283238	SLC22A24	"Solute carrier family 22, member 24"
SLC22A25	387601	SLC22A25	"Solute carrier family 22, member 25"
SLC22A3	6581	SLC22A3	"Solute carrier family 22 (extraneuronal monoamine transporter), member 3"
SLC22A31	146429	SLC22A31	"Solute carrier family 22, member 31"
SLC22A4	6583	SLC22A4	"Solute carrier family 22 (organic cation/ergothioneine transporter), member 4"
SLC22A5	6584	SLC22A5	"Solute carrier family 22 (organic cation/carnitine transporter), member 5"
SLC22A6	9356	SLC22A6	"Solute carrier family 22 (organic anion transporter), member 6"
SLC22A7	10864	SLC22A7	"Solute carrier family 22 (organic anion transporter), member 7"
SLC22A8	9376	SLC22A8	"Solute carrier family 22 (organic anion transporter), member 8"
SLC22A9	114571	SLC22A9	"Solute carrier family 22 (organic anion transporter), member 9"
SLC23A1	9963	SLC23A1	"Solute carrier family 23 (nucleobase transporters), member 1"
SLC23A2	9962	SLC23A2	"Solute carrier family 23 (nucleobase transporters), member 2"
SLC23A3	151295	SLC23A3	"Solute carrier family 23 (nucleobase transporters), member 3"
SLC24A1	9187	SLC24A1	"Solute carrier family 24 (sodium/potassium/calcium exchanger), member 1"
SLC24A2	25769	SLC24A2	"Solute carrier family 24 (sodium/potassium/calcium exchanger), member 2"
SLC24A3	57419	SLC24A3	"Solute carrier family 24 (sodium/potassium/calcium exchanger), member 3"
SLC24A4	123041	SLC24A4	"Solute carrier family 24 (sodium/potassium/calcium exchanger), member 4"
SLC24A5	283652	SLC24A5	"Solute carrier family 24, member 5"
SLC24A6	80024	SLC24A6	"Solute carrier family 24 (sodium/lithium/calcium exchanger), member 6"
SLC25A1	6576	SLC25A1	"Solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1"
SLC25A10	1468	SLC25A10	"Solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10"
SLC25A11	8402	SLC25A11	"Solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11"
SLC25A12	8604	SLC25A12	"Solute carrier family 25 (aspartate/glutamate carrier), member 12"
SLC25A13	10165	SLC25A13	"Solute carrier family 25 (aspartate/glutamate carrier), member 13"
SLC25A14	9016	SLC25A14	"Solute carrier family 25 (mitochondrial carrier, brain), member 14"
SLC25A15	10166	SLC25A15	Solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15
SLC25A16	8034	SLC25A16	"Solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16"
SLC25A17	10478	SLC25A17	"Solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17"
SLC25A18	83733	SLC25A18	"Solute carrier family 25 (glutamate carrier), member 18"
SLC25A19	60386	SLC25A19	"Solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19"
SLC25A2	83884	SLC25A2	Solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 2
SLC25A20	788	SLC25A20	"Solute carrier family 25 (carnitine/acylcarnitine translocase), member 20"
SLC25A21	89874	SLC25A21	"Solute carrier family 25 (mitochondrial oxoadipate carrier), member 21"
SLC25A22	79751	SLC25A22	"Solute carrier family 25 (mitochondrial carrier: glutamate), member 22"
SLC25A23	79085	SLC25A23	"Solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23"
SLC25A24	29957	SLC25A24	"Solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24"
SLC25A25	114789	SLC25A25	"Solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25"
SLC25A26	115286	SLC25A26	"Solute carrier family 25 (S-adenosylmethionine carrier), member 26"
SLC25A27	9481	SLC25A27	"Solute carrier family 25, member 27"
SLC25A28	81894	SLC25A28	"Solute carrier family 25 (mitochondrial iron transporter), member 28"
SLC25A29	123096	SLC25A29	"Solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29"
SLC25A3	5250	SLC25A3	"Solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3"
SLC25A30	253512	SLC25A30	"Solute carrier family 25, member 30"
SLC25A31	83447	SLC25A31	"Solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31"
SLC25A32	81034	SLC25A32	"Solute carrier family 25 (mitochondrial folate carrier), member 32"
SLC25A33	84275	SLC25A33	"Solute carrier family 25 (pyrimidine nucleotide carrier), member 33"
SLC25A34	284723	SLC25A34	"Solute carrier family 25, member 34"
SLC25A35	399512	SLC25A35	"Solute carrier family 25, member 35"
SLC25A36	55186	SLC25A36	"Solute carrier family 25 (pyrimidine nucleotide carrier ), member 36"
SLC25A37	51312	SLC25A37	"Solute carrier family 25 (mitochondrial iron transporter), member 37"
SLC25A38	54977	SLC25A38	"Solute carrier family 25, member 38"
SLC25A39	51629	SLC25A39	"Solute carrier family 25, member 39"
SLC25A4	291	SLC25A4	"Solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4"
SLC25A40	55972	SLC25A40	"Solute carrier family 25, member 40"
SLC25A41	284427	SLC25A41	"Solute carrier family 25, member 41"
SLC25A42	284439	SLC25A42	"Solute carrier family 25, member 42"
SLC25A43	203427	SLC25A43	"Solute carrier family 25, member 43"
SLC25A44	9673	SLC25A44	"Solute carrier family 25, member 44"
SLC25A45	283130	SLC25A45	"Solute carrier family 25, member 45"
SLC25A46	91137	SLC25A46	"Solute carrier family 25, member 46"
SLC25A47	283600	SLC25A47	"Solute carrier family 25, member 47"
SLC25A48	153328	SLC25A48	"Solute carrier family 25, member 48"
SLC25A5	292	SLC25A5	"Solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5"
SLC25A5-AS1	100303728	SLC25A5-AS1	SLC25A5 antisense RNA 1
SLC25A6	293	SLC25A6	"Solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6"
SLC26A1	10861	SLC26A1	"Solute carrier family 26 (sulfate transporter), member 1"
SLC26A10	65012	SLC26A10	"Solute carrier family 26, member 10"
SLC26A11	284129	SLC26A11	"Solute carrier family 26, member 11"
SLC26A2	1836	SLC26A2	"Solute carrier family 26 (sulfate transporter), member 2"
SLC26A3	1811	SLC26A3	"Solute carrier family 26, member 3"
SLC26A4	5172	SLC26A4	"Solute carrier family 26, member 4"
SLC26A5	375611	SLC26A5	"Solute carrier family 26, member 5 (prestin)"
SLC26A6	65010	SLC26A6	"Solute carrier family 26, member 6"
SLC26A7	115111	SLC26A7	"Solute carrier family 26, member 7"
SLC26A8	116369	SLC26A8	"Solute carrier family 26, member 8"
SLC26A9	115019	SLC26A9	"Solute carrier family 26, member 9"
SLC27A1	376497	SLC27A1	"Solute carrier family 27 (fatty acid transporter), member 1"
SLC27A2	11001	SLC27A2	"Solute carrier family 27 (fatty acid transporter), member 2"
SLC27A3	11000	SLC27A3	"Solute carrier family 27 (fatty acid transporter), member 3"
SLC27A4	10999	SLC27A4	"Solute carrier family 27 (fatty acid transporter), member 4"
SLC27A5	10998	SLC27A5	"Solute carrier family 27 (fatty acid transporter), member 5"
SLC27A6	28965	SLC27A6	"Solute carrier family 27 (fatty acid transporter), member 6"
SLC28A1	9154	SLC28A1	"Solute carrier family 28 (sodium-coupled nucleoside transporter), member 1"
SLC28A2	9153	SLC28A2	"Solute carrier family 28 (sodium-coupled nucleoside transporter), member 2"
SLC28A3	64078	SLC28A3	"Solute carrier family 28 (sodium-coupled nucleoside transporter), member 3"
SLC29A1	2030	SLC29A1	"Solute carrier family 29 (nucleoside transporters), member 1"
SLC29A2	3177	SLC29A2	"Solute carrier family 29 (nucleoside transporters), member 2"
SLC29A3	55315	SLC29A3	"Solute carrier family 29 (nucleoside transporters), member 3"
SLC29A4	222962	SLC29A4	"Solute carrier family 29 (nucleoside transporters), member 4"
SLC2A1	6513	SLC2A1	"Solute carrier family 2 (facilitated glucose transporter), member 1"
SLC2A10	81031	SLC2A10	"Solute carrier family 2 (facilitated glucose transporter), member 10"
SLC2A11	66035	SLC2A11	"Solute carrier family 2 (facilitated glucose transporter), member 11"
SLC2A12	154091	SLC2A12	"Solute carrier family 2 (facilitated glucose transporter), member 12"
SLC2A13	114134	SLC2A13	"Solute carrier family 2 (facilitated glucose transporter), member 13"
SLC2A14	144195	SLC2A14	"Solute carrier family 2 (facilitated glucose transporter), member 14"
SLC2A2	6514	SLC2A2	"Solute carrier family 2 (facilitated glucose transporter), member 2"
SLC2A3	6515	SLC2A3	"Solute carrier family 2 (facilitated glucose transporter), member 3"
SLC2A4	6517	SLC2A4	"Solute carrier family 2 (facilitated glucose transporter), member 4"
SLC2A4RG	56731	SLC2A4RG	SLC2A4 regulator
SLC2A5	6518	SLC2A5	"Solute carrier family 2 (facilitated glucose/fructose transporter), member 5"
SLC2A6	11182	SLC2A6	"Solute carrier family 2 (facilitated glucose transporter), member 6"
SLC2A7	155184	SLC2A7	"Solute carrier family 2 (facilitated glucose transporter), member 7"
SLC2A8	29988	SLC2A8	"Solute carrier family 2 (facilitated glucose transporter), member 8"
SLC2A9	56606	SLC2A9	"Solute carrier family 2 (facilitated glucose transporter), member 9"
SLC30A1	7779	SLC30A1	"Solute carrier family 30 (zinc transporter), member 1"
SLC30A10	55532	SLC30A10	"Solute carrier family 30, member 10"
SLC30A2	7780	SLC30A2	"Solute carrier family 30 (zinc transporter), member 2"
SLC30A3	7781	SLC30A3	"Solute carrier family 30 (zinc transporter), member 3"
SLC30A4	7782	SLC30A4	"Solute carrier family 30 (zinc transporter), member 4"
SLC30A5	64924	SLC30A5	"Solute carrier family 30 (zinc transporter), member 5"
SLC30A6	55676	SLC30A6	"Solute carrier family 30 (zinc transporter), member 6"
SLC30A7	148867	SLC30A7	"Solute carrier family 30 (zinc transporter), member 7"
SLC30A8	169026	SLC30A8	"Solute carrier family 30 (zinc transporter), member 8"
SLC30A9	10463	SLC30A9	"Solute carrier family 30 (zinc transporter), member 9"
SLC31A1	1317	SLC31A1	"Solute carrier family 31 (copper transporters), member 1"
SLC31A2	1318	SLC31A2	"Solute carrier family 31 (copper transporters), member 2"
SLC32A1	140679	SLC32A1	"Solute carrier family 32 (GABA vesicular transporter), member 1"
SLC33A1	9197	SLC33A1	"Solute carrier family 33 (acetyl-CoA transporter), member 1"
SLC34A1	6569	SLC34A1	"Solute carrier family 34 (sodium phosphate), member 1"
SLC34A2	10568	SLC34A2	"Solute carrier family 34 (sodium phosphate), member 2"
SLC34A3	142680	SLC34A3	"Solute carrier family 34 (sodium phosphate), member 3"
SLC35A1	10559	SLC35A1	"Solute carrier family 35 (CMP-sialic acid transporter), member A1"
SLC35A2	7355	SLC35A2	"Solute carrier family 35 (UDP-galactose transporter), member A2"
SLC35A3	23443	SLC35A3	"Solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3"
SLC35A4	113829	SLC35A4	"Solute carrier family 35, member A4"
SLC35A5	55032	SLC35A5	"Solute carrier family 35, member A5"
SLC35B1	10237	SLC35B1	"Solute carrier family 35, member B1"
SLC35B2	347734	SLC35B2	"Solute carrier family 35, member B2"
SLC35B3	51000	SLC35B3	"Solute carrier family 35, member B3"
SLC35B4	84912	SLC35B4	"Solute carrier family 35, member B4"
SLC35C1	55343	SLC35C1	"Solute carrier family 35, member C1"
SLC35C2	51006	SLC35C2	"Solute carrier family 35, member C2"
SLC35D1	23169	SLC35D1	"Solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1"
SLC35D2	11046	SLC35D2	"Solute carrier family 35, member D2"
SLC35D3	340146	SLC35D3	"Solute carrier family 35, member D3"
SLC35E1	79939	SLC35E1	"Solute carrier family 35, member E1"
SLC35E2	9906	SLC35E2	"Solute carrier family 35, member E2"
SLC35E2B	728661	SLC35E2B	"Solute carrier family 35, member E2B"
SLC35E3	55508	SLC35E3	"Solute carrier family 35, member E3"
SLC35E4	339665	SLC35E4	"Solute carrier family 35, member E4"
SLC35F1	222553	SLC35F1	"Solute carrier family 35, member F1"
SLC35F2	54733	SLC35F2	"Solute carrier family 35, member F2"
SLC35F3	148641	SLC35F3	"Solute carrier family 35, member F3"
SLC35F4	341880	SLC35F4	"Solute carrier family 35, member F4"
SLC35F5	80255	SLC35F5	"Solute carrier family 35, member F5"
SLC35G1	159371	SLC35G1	"Solute carrier family 35, member G1"
SLC35G3	146861	SLC35G3	"Solute carrier family 35, member G3"
SLC35G5	83650	SLC35G5	"Solute carrier family 35, member G5"
SLC35G6	643664	SLC35G6	"Solute carrier family 35, member G6"
SLC36A1	206358	SLC36A1	"Solute carrier family 36 (proton/amino acid symporter), member 1"
SLC36A2	153201	SLC36A2	"Solute carrier family 36 (proton/amino acid symporter), member 2"
SLC36A3	285641	SLC36A3	"Solute carrier family 36 (proton/amino acid symporter), member 3"
SLC36A4	120103	SLC36A4	"Solute carrier family 36 (proton/amino acid symporter), member 4"
SLC37A1	54020	SLC37A1	"Solute carrier family 37 (glycerol-3-phosphate transporter), member 1"
SLC37A2	219855	SLC37A2	"Solute carrier family 37 (glycerol-3-phosphate transporter), member 2"
SLC37A3	84255	SLC37A3	"Solute carrier family 37 (glycerol-3-phosphate transporter), member 3"
SLC37A4	2542	SLC37A4	"Solute carrier family 37 (glucose-6-phosphate transporter), member 4"
SLC38A1	81539	SLC38A1	"Solute carrier family 38, member 1"
SLC38A10	124565	SLC38A10	"Solute carrier family 38, member 10"
SLC38A11	151258	SLC38A11	"Solute carrier family 38, member 11"
SLC38A2	54407	SLC38A2	"Solute carrier family 38, member 2"
SLC38A3	10991	SLC38A3	"Solute carrier family 38, member 3"
SLC38A4	55089	SLC38A4	"Solute carrier family 38, member 4"
SLC38A5	92745	SLC38A5	"Solute carrier family 38, member 5"
SLC38A6	145389	SLC38A6	"Solute carrier family 38, member 6"
SLC38A7	55238	SLC38A7	"Solute carrier family 38, member 7"
SLC38A8	146167	SLC38A8	"Solute carrier family 38, member 8"
SLC38A9	153129	SLC38A9	"Solute carrier family 38, member 9"
SLC39A1	27173	SLC39A1	"Solute carrier family 39 (zinc transporter), member 1"
SLC39A10	57181	SLC39A10	"Solute carrier family 39 (zinc transporter), member 10"
SLC39A11	201266	SLC39A11	"Solute carrier family 39 (metal ion transporter), member 11"
SLC39A12	221074	SLC39A12	"Solute carrier family 39 (zinc transporter), member 12"
SLC39A13	91252	SLC39A13	"Solute carrier family 39 (zinc transporter), member 13"
SLC39A14	23516	SLC39A14	"Solute carrier family 39 (zinc transporter), member 14"
SLC39A2	29986	SLC39A2	"Solute carrier family 39 (zinc transporter), member 2"
SLC39A3	29985	SLC39A3	"Solute carrier family 39 (zinc transporter), member 3"
SLC39A4	55630	SLC39A4	"Solute carrier family 39 (zinc transporter), member 4"
SLC39A5	283375	SLC39A5	"Solute carrier family 39 (metal ion transporter), member 5"
SLC39A6	25800	SLC39A6	"Solute carrier family 39 (zinc transporter), member 6"
SLC39A7	7922	SLC39A7	"Solute carrier family 39 (zinc transporter), member 7"
SLC39A8	64116	SLC39A8	"Solute carrier family 39 (zinc transporter), member 8"
SLC39A9	55334	SLC39A9	"Solute carrier family 39 (zinc transporter), member 9"
SLC3A1	6519	SLC3A1	"Solute carrier family 3 (cystine, dibasic and neutral amino acid transporters, activator of cystine, dibasic and neutral amino acid transport), member 1"
SLC3A2	6520	SLC3A2	"Solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2"
SLC40A1	30061	SLC40A1	"Solute carrier family 40 (iron-regulated transporter), member 1"
SLC41A1	254428	SLC41A1	"Solute carrier family 41, member 1"
SLC41A2	84102	SLC41A2	"Solute carrier family 41, member 2"
SLC41A3	54946	SLC41A3	"Solute carrier family 41, member 3"
SLC43A1	8501	SLC43A1	"Solute carrier family 43, member 1"
SLC43A2	124935	SLC43A2	"Solute carrier family 43, member 2"
SLC43A3	29015	SLC43A3	"Solute carrier family 43, member 3"
SLC44A1	23446	SLC44A1	"Solute carrier family 44, member 1"
SLC44A2	57153	SLC44A2	"Solute carrier family 44, member 2"
SLC44A3	126969	SLC44A3	"Solute carrier family 44, member 3"
SLC44A4	80736	SLC44A4	"Solute carrier family 44, member 4"
SLC44A5	204962	SLC44A5	"Solute carrier family 44, member 5"
SLC45A1	50651	SLC45A1	"Solute carrier family 45, member 1"
SLC45A2	51151	SLC45A2	"Solute carrier family 45, member 2"
SLC45A3	85414	SLC45A3	"Solute carrier family 45, member 3"
SLC45A4	57210	SLC45A4	"Solute carrier family 45, member 4"
SLC46A1	113235	SLC46A1	"Solute carrier family 46 (folate transporter), member 1"
SLC46A2	57864	SLC46A2	"Solute carrier family 46, member 2"
SLC46A3	283537	SLC46A3	"Solute carrier family 46, member 3"
SLC47A1	55244	SLC47A1	"Solute carrier family 47, member 1"
SLC47A2	146802	SLC47A2	"Solute carrier family 47, member 2"
SLC48A1	55652	SLC48A1	"Solute carrier family 48 (heme transporter), member 1"
SLC4A1	6521	SLC4A1	"Solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)"
SLC4A10	57282	SLC4A10	"Solute carrier family 4, sodium bicarbonate transporter, member 10"
SLC4A11	83959	SLC4A11	"Solute carrier family 4, sodium borate transporter, member 11"
SLC4A1AP	22950	SLC4A1AP	"Solute carrier family 4 (anion exchanger), member 1, adaptor protein"
SLC4A2	6522	SLC4A2	"Solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1)"
SLC4A3	6508	SLC4A3	"Solute carrier family 4, anion exchanger, member 3"
